,ID Iklan,Merk,Model,Tahun,Jenis,Pintu,Kapasitas,Transmisi,BBM,Tipe Penjual,Boleh Nego,Test Drive,Loc,Price,Kilometer,CC Mesin,Airbags,Tenaga mesin,Jumlah Gigi
864,118110,Toyota,Calya,,,,,Manual,Bensin,Owner,No,Yes,Jambi,120.000.000,,,,,
865,118109,Toyota,Hilux,,,,,Manual,Bensin,Owner,No,Yes,Jambi,170.000.000,,,,,
866,118105,Mitsubishi,Pajero,,,,,Matic,Bensin,Owner,No,Yes,Jambi,140.000.000,,,,,
867,118099,Honda,Jazz,2013,City Car,5,5 penumpang,Manual,Bensin,Dealer,No,Yes,Garut,80.900.000,,,,,
868,100189,Isuzu,Elf,2016,Truck,2,2 penumpang,Manual,Diesel,Owner,Yes,Yes,Jakarta Utara,233.000.000,42131,4570,,,
869,104537,Toyota,FJ40,1983,Jip,3,5 penumpang,Manual,Diesel,Owner,Yes,Yes,Sleman,350.000.000,222,29,,29 HP,2
870,104218,Honda,Civic,2017,Sedan,4,5 penumpang,Matic,Bensin,Owner,Yes,No,Serang,375.000.000,52000,1500,4,,
871,118097,Honda,Jazz,2018,City Car,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Garut,90.600.000,,,,,
872,118095,Honda,Jazz,2016,City Car,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Garut,90.000.000,,,,,
873,118092,Honda,Jazz,2016,City Car,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Garut,89.500.000,,,,,
874,118089,Toyota,Kijang Innova Venturer,2018,MPV,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Garut,102.000.000,,,,,
875,118088,Toyota,Kijang Innova Venturer,2018,MPV,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Garut,112.000.000,,,,,
876,118087,Mitsubishi,Xpander,2018,MPV,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Garut,102.700.000,,,,,
877,118086,Mitsubishi,Pajero,2013,SUV,5,5 penumpang,Matic,Diesel,Dealer,No,Yes,Garut,107.300.000,,,,,
878,118085,Daihatsu,Sirion,2013,City Car,5,5 penumpang,Manual,Bensin,Dealer,No,Yes,Depok,68.700.000,,,,,
879,118084,Suzuki,APV GX,2012,Minibus,5,7 penumpang,Manual,Bensin,Dealer,No,Yes,Depok,70.500.000,,,,,
880,118083,Suzuki,Ertiga,2018,MPV,5,7 penumpang,Manual,Bensin,Dealer,No,Yes,Depok,91.650.000,,,,,
881,100203,Honda,Brio,2018,City Car,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Sleman,145.000.000,25,13,2,13 HP,2
882,104253,Toyota,Vios 1.5 G,2013,Sedan,4,5 penumpang,Manual,Bensin,Dealer,Yes,Yes,Bandung,93,150000,1500,2,,5
883,104510,BMW,530i,2018,Sedan,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Utara,915.000.000,15000,3000,,,
884,118082,Suzuki,Karimun,2016,Minibus,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Depok,90.600.000,,,,,
885,118081,Daihatsu,Terios R,2019,Minibus,5,7 penumpang,Matic,Bensin,Owner,No,Yes,Garut,116.000.000,,,,,
886,118080,Toyota,Avanza 1.3 G,2016,Minibus,5,7 penumpang,Manual,Bensin,Dealer,No,Yes,Depok,96.800.000,,,,,
887,118079,Toyota,Rush,2018,SUV,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Depok,117.900.000,,,,,
888,118078,Toyota,Rush,2015,SUV,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Depok,90.300.000,,,,,
889,118077,Toyota,Sienta,2017,MPV,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Depok,94.300.000,,,,,
890,118076,Toyota,Yaris,2009,City Car,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Cirebon Kabupaten,50.000.000,,,,,
891,118075,Toyota,Yaris,2018,City Car,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Cirebon Kabupaten,107.500.000,,,,,
892,118074,Toyota,Yaris,2018,City Car,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Cirebon Kabupaten,107.500.000,,,,,
893,118072,Toyota,Yaris,2019,MPV,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Cirebon,108.000.000,,,,,
894,104453,Toyota,Camry New 2.4 V,2008,Sedan,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Timur,108.000.000,,2400,,,
895,103626,Nissan,Navara,2012,Komersial,4,5 penumpang,Matic,Diesel,Owner,Yes,Yes,Sleman,270.000.000,70,25,3,25 HP,2
896,100181,Ford,Ranger,2013,Truck,4,5 penumpang,Manual,Diesel,Owner,Yes,Yes,Kudus,195.000.000,140000,3198,5,3700 HP,6
897,118070,Mitsubishi,Xpander,2018,MPV,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Cirebon,102.400.000,,,,,
898,118069,Mitsubishi,Xpander,2018,MPV,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Cirebon,102.400.000,,,,,
899,118068,Toyota,Yaris,2011,City Car,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Cirebon,62.000.000,,,,,
900,118066,Toyota,Rush,2015,SUV,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Cirebon,91.100.000,,,,,
901,118064,Mazda,2,2016,City Car,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Cimahi,92.500.000,,,,,
902,118063,Toyota,Avanza Veloz,2019,Minibus,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Cimahi,102.600.000,,,,,
903,118062,Toyota,Kijang Innova G 2.0,2015,MPV,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Cimahi,101.000.000,,,,,
904,118061,Toyota,Avanza 1.5 S,2010,Minibus,5,7 penumpang,Manual,Bensin,Dealer,No,Yes,Cimahi,60.000.000,,,,,
905,118060,Honda,Mobilio,2015,MPV,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Cibinong,94.000.000,,,,,
906,118059,Toyota,Yaris,2016,City Car,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Cibinong,97.500.000,,,,,
907,103593,Mercedes-Benz,E 260,2003,Sedan,4,5 penumpang,Matic,Bensin,Owner,No,No,Bekasi,92.000.000,,1500,,,
908,102101,Toyota,Land Cruiser,1980,,3,5 penumpang,Manual,Bensin,Owner,Yes,No,Medan,37.000.000,75000,3500,5,123456789 HP,5
909,103845,Toyota,Kijang Innova G 2.0,2015,MPV,5,7 penumpang,Manual,Bensin,Owner,No,No,Jakarta Selatan,172.000.000,75000,2000,2,174 HP,6
910,118058,Daihatsu,Terios R,2018,City Car,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Cimahi,98.700.000,,,,,
911,118057,Honda,Jazz,2018,City Car,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Cibinong,97.400.000,,,,,
912,118056,Toyota,Rush,2016,SUV,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Cibinong,91.600.000,,,,,
913,118055,Honda,Freed,2013,MPV,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Cianjur,92.000.000,,,,,
914,118054,Honda,Freed,2013,MPV,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Cianjur,90.800.000,,,,,
915,118053,Toyota,Fortuner 2.5 VNT,2013,SUV,5,7 penumpang,Matic,Diesel,Dealer,No,Yes,Ciamis,97.500.000,,,,,
916,118052,Honda,HR-V,2016,SUV,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Cimahi,99.600.000,,,,,
917,118051,Honda,HR-V,2016,SUV,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Cianjur,97.400.000,,,,,
918,118049,Honda,HR-V,2017,SUV,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Ciamis,99.800.000,,,,,
919,118048,Honda,HR-V,2019,SUV,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Ciamis,103.000.000,,,,,
920,104105,Toyota,Kijang Innova E 2.0,2013,MPV,4,7 penumpang,Matic,Bensin,Owner,No,No,Jakarta Selatan,136.000.000,60000,20000,,,
921,108158,Honda,CR-V,2017,SUV,4,7 penumpang,Matic,Bensin,Owner,No,No,Jakarta Selatan,387.000.000,49000,1500,,,
922,101936,Toyota,Kijang Grand,1994,Minibus,5,5 penumpang,Manual,Bensin,Owner,Yes,No,Sidoarjo,55.000.000,246050,1486,,,5
923,118047,Honda,CR-V,2014,SUV,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Ciamis,90.600.000,,,,,
924,118039,Hyundai,i10,2020,Sedan,4,5 penumpang,Matic,,Owner,No,Yes,Jakarta Utara,10.000,,2000,2,100 HP,6
925,118038,Honda,,2019,City Car,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Jakarta Pusat,45.000.000,20000,50,4,400 KM,1
926,118037,Honda,HR-V,,,,,Matic,Bensin,Owner,No,Yes,Jambi,125.000.000,,,,,
927,118036,Toyota,Avanza 1.3 G,,,,,Manual,Bensin,Owner,No,Yes,Jambi,110.000.000,,,,,
928,118035,Mitsubishi,Pajero,,,,,Manual,Bensin,Owner,No,Yes,Jambi,155.000.000,,,,,
929,118034,Mitsubishi,Pajero,,,,,Manual,Bensin,Owner,No,Yes,Jambi,160.000.000,,,,,
930,118033,Toyota,Kijang Innova,,,,,Manual,Bensin,Owner,No,Yes,Jambi,105.000.000,,,,,
931,118027,Toyota,Vios 1.5 G,2011,Sedan,4,5 penumpang,Manual,Bensin,Owner,Yes,Yes,Pontianak,119.000.000,45315,1500,2,107 HP,6
932,118026,Toyota,Vios 1.5 G,2011,Sedan,4,5 penumpang,Manual,Bensin,Owner,Yes,Yes,Pontianak,119.000.000,45315,1500,2,107 HP,6
933,104505,Jeep,Wrangler,2014,Jip,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Sleman,900.000.000,30,36,6,36 HP,2
934,100275,Toyota,Yaris,2014,City Car,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Sleman,182.000.000,50,15,2,15 HP,2
935,104032,Ford,Escape,2012,SUV,4,7 penumpang,Matic,Bensin,Owner,Yes,Yes,Jakarta Timur,148.000.000,99000,2300,2,,5
936,118025,Toyota,Kijang Innova Q 2.4,2016,MPV,4,7 penumpang,Manual,Diesel,Owner,Yes,Yes,Medan,90.000.000,26100,2400,2,,5
937,118024,Toyota,Avanza 1.3 G,2017,MPV,4,7 penumpang,Manual,Bensin,Owner,Yes,Yes,Medan,80.000.000,25315,1300,2,,5
938,118023,Mitsubishi,Xpander,2018,MPV,4,7 penumpang,Matic,Bensin,Owner,Yes,Yes,Medan,95.000.000,25295,1500,2,,
939,118022,Toyota,Kijang Innova G 2.0,2016,MPV,4,7 penumpang,Matic,Diesel,Owner,Yes,Yes,Medan,87.000.000,24265,2000,2,,
940,118021,Honda,Jazz,2017,Hatcback,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Medan,93.000.000,23180,1500,2,,
941,118020,Toyota,Avanza 1.3 G,2017,MPV,4,7 penumpang,Matic,Bensin,Owner,Yes,Yes,Medan,83.000.000,23630,1300,2,,
942,118019,Toyota,Hilux,2017,Truck,4,5 penumpang,Manual,Diesel,Owner,Yes,Yes,Medan,94.000.000,26100,2400,2,,5
943,118018,Toyota,Kijang Innova G 2.4,2017,MPV,4,7 penumpang,Matic,Diesel,Owner,Yes,Yes,Medan,96.500.000,23700,2400,2,,
944,118017,Mercedes-Benz,C 200 CGI Avg,2014,Sedan,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Pusat,265.000.000,90000,1800,,,
945,118016,Daihatsu,Terios TX,2016,Minibus,4,7 penumpang,Manual,Bensin,Owner,Yes,Yes,Medan,80.000.000,25810,1500,2,,5
946,104361,Suzuki,Swift,2013,City Car,4,5 penumpang,Matic,Bensin,Owner,Yes,No,Jakarta Selatan,132.000.000,75,1400,2,,
947,104347,Mitsubishi,Pajero Sport,2011,SUV,4,7 penumpang,Matic,Diesel,Owner,Yes,Yes,Sleman,243.000.000,100,25,2,25 HP,2
948,104271,Nissan,Truck,2010,Truck,2,2 penumpang,Manual,Diesel,Owner,No,No,Jakarta Utara,220.000.000,,,,,
949,118015,Toyota,Avanza 1.3 G,2016,MPV,4,7 penumpang,Manual,Bensin,Owner,Yes,Yes,Medan,70.000.000,24190,1300,2,,5
950,118014,Honda,Civic,2013,Sedan,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Bogor,80.000.000,,,,,
951,118013,Honda,City,2015,Sedan,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Bogor,79.500.000,,,,,
952,118012,Toyota,Fortuner VRZ,2018,SUV,5,7 penumpang,Matic,Diesel,Dealer,No,Yes,Bogor,147.300.000,,,,,
953,118011,Honda,CR-V,2017,SUV,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Bogor,100.700.000,,,,,
954,118010,Honda,Civic,2016,Sedan,3,2 penumpang,Matic,Bensin,Dealer,No,Yes,Bogor,103.700.000,,,,,
955,118006,Nissan,Terrano,2004,SUV,4,5 penumpang,Manual,Bensin,Owner,No,No,Jakarta Utara,125.000.000,120000,2400,,,
956,118003,Honda,HR-V,2016,SUV,4,5 penumpang,Matic,Bensin,Owner,Yes,No,Tangerang Selatan,210.000.000,60400,1500,2,120 HP,5
957,118002,Honda,BRV,2016,MPV,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Jakarta Timur,168.000.000,50000,1500,2,,6
958,118001,Honda,HR-V,2017,SUV,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Jakarta Timur,279.000.000,40000,1800,2,,7
959,114691,Lexus,,2018,SUV,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Selatan,1.000.000.000,27000,3000,,,
960,104583,Toyota,Kijang Innova V 2.0,2010,Minibus,4,7 penumpang,Matic,Bensin,Owner,No,No,Jakarta Timur,133.900.000,,2000,,,
961,102031,Toyota,Avanza 1.3 E,2015,Minibus,4,7 penumpang,Manual,Bensin,Owner,No,No,Jakarta Timur,113.000.000,,1300,2,,
962,118000,Honda,CR-V,2012,SUV,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Jakarta Timur,180.000.000,130000,2400,2,,7
963,117998,Toyota,Rush,2012,SUV,5,7 penumpang,Matic,Bensin,Owner,Yes,No,Tangerang Selatan,99.000.000,194000,1500,2,100 HP,4
964,117994,Toyota,Yaris,2010,Sedan,5,5 penumpang,Manual,Bensin,Owner,No,No,Pekanbaru,106.000,128000,1500,,128000 KM,
965,117993,Toyota,Yaris,2010,Sedan,,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Pekanbaru,106.000.000,140000,1500,,140000 KM,
966,117992,Chevrolet,Spark,2011,Sedan,,5 penumpang,Manual,Bensin,Owner,Yes,Yes,Pekanbaru,73.000.000,45000,1300,,45000 KM,
967,117991,Daihatsu,Terios R,2017,SUV,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Jakarta Timur,168.000.000,59000,1500,2,,6
968,117990,Mitsubishi,Pajero Sport,2011,Minibus,,,Matic,Diesel,Owner,Yes,Yes,Pekanbaru,237.000.000,128000,2500,2,128000 KM,
969,117989,Honda,BRV,2016,MPV,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Jakarta Timur,165.000.000,40000,1500,2,,6
970,117988,Mitsubishi,Pajero Sport,,,,,Matic,Diesel,Owner,No,Yes,Jambi,135.000.000,,,,,
971,117986,Honda,Mobilio,,,,,Manual,Bensin,Owner,No,Yes,Jambi,115.000.000,,,,,
972,104296,Toyota,Kijang Innova V 2.0,2005,Minibus,4,7 penumpang,Manual,Bensin,Owner,No,No,Bekasi,90.000.000,,2000,,,
973,102162,Mazda,,2013,MPV,5,7 penumpang,Matic,Bensin,Owner,Yes,Yes,Jakarta Timur,178.000.000,66000,2000,4,,5
974,104214,Toyota,Altis,2011,Sedan,4,5 penumpang,Matic,Bensin,Owner,No,No,Bekasi,130.000.000,,2000,,,
975,117985,Mitsubishi,Xpander,,,,,Matic,Bensin,Owner,No,Yes,Jambi,155.000.000,,,,,
976,117984,Honda,Mobilio,2014,MPV,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Jakarta Timur,128.000.000,87000,1500,2,,6
977,117983,Mitsubishi,Pajero Sport,,,,,Matic,Bensin,Owner,No,Yes,Jambi,170.000.000,,,,,
978,117982,Toyota,Rush,,,,,Manual,Bensin,Owner,No,Yes,Jambi,140.000.000,,,,,
979,117981,Mitsubishi,Strada,,,,,Manual,Bensin,Owner,No,Yes,Jambi,135.000.000,,,,,
980,117980,Mitsubishi,Pajero,,,,,Matic,Diesel,Owner,No,Yes,Jambi,145.000.000,,,,,
981,117979,Toyota,Kijang Innova,,,,,Manual,Bensin,Owner,No,Yes,Jambi,120.000.000,,,,,
982,117945,Honda,Brio,2018,,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Bekasi,80.000.000,17234,,2,,5
983,117944,Honda,Brio,2018,,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Bekasi,82.000.000,17234,,2,,5
984,117941,Suzuki,Baleno,2008,Sedan,4,5 penumpang,Manual,Bensin,Owner,Yes,No,Jakarta Utara,62.000.000,200000,1500,2,150 HP,5
985,98671,Honda,Jazz,2011,Hatcback,5,5 penumpang,Matic,Bensin,Dealer,Yes,Yes,Jakarta Utara,144.000.000,90000,1500,2,,
986,104638,Jeep,Wrangler,2011,Jip,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Sleman,790.000.000,19000,38,5,38 HP,2
987,103770,Toyota,Kijang Innova G 2.0,2013,MPV,4,7 penumpang,Manual,Bensin,Owner,Yes,Yes,Sleman,198.000.000,49000,20,2,20 HP,2
988,117940,Daihatsu,Terios R,2018,,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Bekasi,104.000.000,15207,,2,,5
989,117939,Honda,Brio,2018,,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Bekasi,82.000.000,15207,,2,,5
990,117938,Toyota,Rush,2018,,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Bekasi,90.000.000,15200,,2,,5
991,117926,Honda,Jazz,2018,,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Bekasi,98.000.000,17200,,2,,5
992,117925,Honda,HR-V,2018,,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Bekasi,99.000.000,20191,,2,,5
993,117924,Honda,HR-V,2018,,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Bekasi,98.000.000,21661,,2,,5
994,117923,Mercedes-Benz,E-Class,2016,Sedan,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Utara,785.000.000,10000,3000,,,
995,117915,Toyota,Yaris,2015,City Car,4,5 penumpang,Manual,Bensin,Dealer,No,Yes,Palembang,75.000.000,43000,2,4,117 HP,5
996,117913,Toyota,Vellfire,2012,MPV,4,,Matic,Bensin,Dealer,No,Yes,Palembang,90.000.000,40000,2,6,117 HP,5
997,117912,Toyota,Sienta,2016,MPV,4,7 penumpang,Matic,Bensin,Dealer,No,Yes,Palembang,75.000.000,33000,2,4,107 HP,5
998,103579,Honda,Mobilio,2015,MPV,4,7 penumpang,Matic,Bensin,Owner,No,No,Bekasi,140.000.000,80000,1500,,,
999,100248,Isuzu,ELF NKR,2011,Truck,2,2 penumpang,Manual,Diesel,Owner,Yes,Yes,Jakarta Utara,194.000.000,90252,4570,,,
1000,101338,Honda,CR-V,2008,SUV,4,5 penumpang,Matic,Bensin,Owner,No,No,Surabaya,139.000.000,80000,2400,2,,
1001,117911,Toyota,Sienta,2018,MPV,4,7 penumpang,Matic,Bensin,Dealer,No,Yes,Palembang,78.000.000,27000,2,4,107 HP,5
1002,117910,Toyota,Rush,2012,SUV,4,5 penumpang,Manual,Bensin,Dealer,No,Yes,Palembang,55.000.000,60000,2,4,107 HP,5
1003,117909,Toyota,Rush,2015,SUV,4,5 penumpang,Matic,Bensin,Dealer,No,Yes,Palembang,58.000.000,38000,2,4,107 HP,5
1004,117903,Mazda,2,2015,Hatcback,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Pusat,167.000.000,57000,1500,,,
1005,117902,Honda,CR-V,2017,SUV,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Tangerang,340.000.000,26000,2000,2,,5
1006,117901,Mitsubishi,Pajero Sport,2014,SUV,4,7 penumpang,Matic,Diesel,Owner,No,No,Bandung,325.000.000,120000,2500,2,,
1007,117900,Toyota,Vellfire,2010,MPV,4,7 penumpang,Matic,Bensin,Owner,No,No,Jakarta Utara,259.000.000,80000,2400,,,
1008,117892,Toyota,Vios 1.5 G,2004,Sedan,4,5 penumpang,Manual,Bensin,Owner,Yes,Yes,Jakarta Selatan,58.000.000,170000,1500,,,6
1009,117880,Honda,CR-V,2009,SUV,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Jakarta Timur,120.000.000,140000,2400,2,,6
1010,117867,Land Rover,Range Rover Evoque 2.0 Dynamic Lux,2012,SUV,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Selatan,629.000.000,30000,2000,,,
1011,104058,Toyota,Harrier,2006,SUV,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Timur,175.000.000,96000,2400,,,
1012,102018,Nissan,Serena,2010,MPV,5,7 penumpang,Matic,Bensin,Owner,Yes,Yes,Bandung,113.500.000,100000,2000,2,,5
1013,103942,Mitsubishi,Pajero Sport,2017,SUV,4,7 penumpang,Matic,Diesel,Owner,Yes,Yes,Semarang,425.000.000,30000,2400,5,,5
1014,117849,Toyota,Yaris,2019,City Car,,,Matic,Bensin,Owner,Yes,Yes,Semarang,100.000.000,16000,,,,
1015,117848,Mitsubishi,Xpander,2019,MPV,,,Manual,Bensin,Owner,Yes,Yes,Semarang,96.000.000,17000,,,,
1016,117847,Honda,CR-V,2015,SUV,,,Matic,Bensin,Owner,Yes,Yes,Semarang,105.000.000,35000,,,,
1017,117846,Honda,HR-V,2015,SUV,,,Matic,Bensin,Owner,Yes,Yes,Semarang,90.000.000,37000,,,,
1018,117845,Honda,BRV,2019,SUV,,,Matic,Bensin,Owner,Yes,Yes,Semarang,98.000.000,21000,,,,
1019,117844,Nissan,Navara,2016,Truck,,,Matic,Bensin,Owner,Yes,Yes,Semarang,115.000.000,37000,,,,
1020,117843,Honda,Brio,2019,City Car,,,Manual,Bensin,Owner,Yes,Yes,Semarang,74.000.000,18000,,,,
1021,117842,Honda,Jazz,2019,City Car,,,Matic,Bensin,Owner,Yes,Yes,Semarang,95.000.000,20000,,,,
1022,117841,Toyota,Avanza 1.3 G,2017,MPV,,,Manual,Bensin,Owner,Yes,Yes,Semarang,85.000.000,23000,,,,
1023,117840,Toyota,Calya,2017,MPV,,,Manual,Bensin,Owner,Yes,Yes,Semarang,75.000.000,35000,,,,
1024,102162,Mazda,,2013,MPV,5,7 penumpang,Matic,Bensin,Owner,Yes,Yes,Jakarta Timur,178.000.000,66000,2000,4,,5
1025,104467,Daihatsu,Xenia 1.3 Xi,2015,Minibus,5,,Manual,Bensin,Dealer,Yes,Yes,Jakarta Pusat,Penjual,60,1500,2,,5
1026,103606,Mercedes-Benz,C 180,2003,Sedan,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Tangerang Selatan,120.000.000,80000,1800,2,,5
1027,117839,Toyota,Avanza Veloz,2019,MPV,,,Manual,Bensin,Owner,Yes,Yes,Semarang,90.000.000,20000,,,,
1028,117838,Toyota,Agya,2017,City Car,,,Manual,Bensin,Owner,Yes,Yes,Semarang,65.000.000,34000,,,,
1029,117837,Isuzu,Panther Pick-up,2017,Komersial,2,2 penumpang,Manual,Diesel,Owner,No,No,Jakarta Timur,115.000.000,,2500,,,
1030,117832,Daihatsu,Grand Max MB 1.5,2017,Komersial,2,2 penumpang,Manual,Bensin,Owner,No,No,Jakarta Timur,95.000.000,29000,1500,,,
1031,117817,Toyota,Agya,2015,City Car,4,5 penumpang,Manual,Bensin,Owner,No,No,Bogor,94.500.000,48700,1000,,,
1032,117794,Toyota,Hilux,2017,Truck,4,5 penumpang,Manual,Diesel,Owner,Yes,Yes,Medan,95.000.000,26900,2400,2,,5
1033,117792,Mitsubishi,Strada,2017,Truck,4,5 penumpang,Manual,Diesel,Owner,Yes,Yes,Medan,105.000.000,26405,2500,2,,5
1034,117791,Mitsubishi,Strada,,,,,Manual,Bensin,Owner,No,Yes,Jambi,135.000.000,,,,,
1035,117790,Toyota,Avanza 1.3 G,2017,MPV,4,7 penumpang,Manual,Bensin,Owner,Yes,Yes,Medan,78.000.000,24250,1300,2,,5
1036,117789,Mitsubishi,Pajero,,,,,Matic,Diesel,Owner,No,Yes,Jambi,160.000.000,,,,,
1037,101401,Daihatsu,Grand Max MB 1.3,2015,Komersial,2,2 penumpang,Manual,Bensin,Owner,Yes,Yes,Depok,59.000.000,130000,1300,,,
1038,101404,Toyota,Kijang Innova,2013,Minibus,5,7 penumpang,Matic,Bensin,Owner,No,Yes,Tasikmalaya,169.000.000,75000,1500,2,2000 KM,5
1039,103910,Mitsubishi,Pajero Sport,2011,SUV,4,7 penumpang,Matic,Diesel,Owner,Yes,Yes,Sleman,239.000.000,100,25,3,25 HP,2
1040,117787,Toyota,Hilux,2017,Truck,4,5 penumpang,Manual,Diesel,Owner,Yes,Yes,Medan,97.000.000,25180,2400,2,,5
1041,117785,Toyota,Kijang Innova G 2.4,2018,MPV,4,7 penumpang,Manual,Diesel,Owner,Yes,Yes,Medan,100.000.000,24170,2400,2,,5
1042,117765,Suzuki,Neo Baleno,2008,Sedan,4,,Manual,Bensin,Owner,Yes,No,Jakarta Utara,70.000.000,200000,1500,2,,
1043,117760,Honda,HR-V,2019,Hatcback,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Yogyakarta Kota,170.500.000,35440,1500,4,1500 CV,
1044,117759,Suzuki,Carry,2004,Minibus,5,7 penumpang,Manual,Bensin,Owner,Yes,No,Yogyakarta Kota,23.000.000,880000,1300,2,70 HP,5
1045,117758,Suzuki,Carry GRV,1997,Minibus,5,7 penumpang,Manual,Bensin,Owner,Yes,No,Surabaya,21.000.000,100000,1300,2,70 HP,5
1046,117757,Suzuki,Carry GRV,2014,Minibus,5,7 penumpang,Manual,Bensin,Owner,Yes,No,Surakarta,27.000.000,890000,1500,2,70 HP,5
1047,117756,Mitsubishi,FUSO,1998,Truck,2,2 penumpang,Manual,Diesel,Dealer,No,No,Bekasi,220.000.000,300000,11147,,250 HP,7
1048,117755,Toyota,Fortuner,,,,,Matic,Bensin,Owner,No,Yes,Jambi,130.000.000,,,,,
1049,117754,Toyota,Fortuner,,,,,Matic,Bensin,Owner,No,Yes,Jambi,130.000.000,,,,,
1050,104108,Toyota,Camry,2013,Sedan,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Utara,225.000.000,,2500,,,
1051,102039,BMW,320i,1995,Sedan,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Jakarta Selatan,45.000.000,170000,2000,2,,5
1052,104342,Honda,CR-V,2014,MPV,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Sleman,275.000.000,80,24,2,24 HP,2
1053,117753,Toyota,Rush,,,,,Matic,Bensin,Owner,No,Yes,Jambi,120.000.000,,,,,
1054,117752,Honda,HR-V,,,,,Matic,Bensin,Owner,No,Yes,Jambi,120.000.000,,,,,
1055,117751,Mitsubishi,Pajero Sport,,,,,Matic,Bensin,Owner,No,Yes,Jambi,170.000.000,,,,,
1056,117750,Mitsubishi,Xpander,,,,,Matic,Bensin,Owner,No,Yes,Jambi,130.000.000,,,,,
1057,117749,Toyota,Rush,,,,,Manual,Bensin,Owner,No,Yes,Jambi,105.000.000,,,,,
