,ID Iklan,Merk,Model,Tahun,Jenis,Pintu,Kapasitas,Transmisi,BBM,Tipe Penjual,Boleh Nego,Test Drive,Loc,Price,Kilometer,CC Mesin,Airbags,Tenaga mesin,Jumlah Gigi
0,119604,Mitsubishi,Xpander,2018,SUV,5,7 penumpang,Matic,Bensin,Owner,No,Yes,Dharmasraya,94.700.000,,,,,
1,104510,BMW,530i,2018,Sedan,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Utara,915.000.000,15000,3000,,,
2,100235,Hino,FG Series 4x2,2013,Truck,2,2 penumpang,Manual,Diesel,Owner,Yes,Yes,Jakarta Utara,495.000.000,64187,7684,,,
3,114905,Honda,Odyssey,2007,MPV,4,7 penumpang,Matic,Bensin,Owner,No,No,Jakarta Timur,170.000.000,,2400,,,
4,119603,Mitsubishi,Xpander,2018,SUV,5,7 penumpang,Matic,Bensin,Owner,No,Yes,Bukittinggi,94.700.000,,,,,
5,119602,Nissan,Terrano,2006,SUV,4,5 penumpang,Manual,Bensin,Owner,No,No,Pekanbaru,165.000.000,,2400,,,
6,119601,Mitsubishi,Pajero,2012,MPV,5,7 penumpang,Matic,Diesel,Owner,No,Yes,Bukittinggi,102.000.000,,,,,
7,119600,Mazda,2,2014,City Car,5,5 penumpang,Matic,Bensin,Owner,No,Yes,Bukittinggi,86.000.000,,,,,
8,119599,Kia,Rio,2014,City Car,5,5 penumpang,Manual,Bensin,Owner,No,Yes,Bukittinggi,50.000.000,,,,,
9,119598,Nissan,Terrano,2006,SUV,4,5 penumpang,Manual,Bensin,Owner,No,No,Jakarta Timur,165.000.000,,2400,,,
10,119597,Nissan,Grand Livina,2007,MPV,4,7 penumpang,Manual,Bensin,Owner,No,No,Jakarta Selatan,73.000.000,85000,1500,,,
11,119595,Honda,All New Jazz RS,2019,Hatcback,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Sleman,253.000.000,20,1500,2,1500 HP,2
12,119594,Toyota,Fortuner VRZ,2016,SUV,4,7 penumpang,Matic,Diesel,Owner,Yes,Yes,Sleman,379.000.000,50000,2400,3,2400 HP,3
13,119592,Toyota,Fortuner 2.7 V,2011,SUV,4,7 penumpang,Matic,Bensin,Owner,Yes,Yes,Sleman,218.000.000,90000,2700,3,2700 HP,4
14,100081,Ford,Everest,2013,SUV,4,7 penumpang,Manual,Diesel,Owner,No,No,Jakarta Timur,185.000.000,91000,2500,,,
15,104123,Toyota,Kijang Innova G 2.0,2014,Minibus,4,7 penumpang,Matic,Bensin,Owner,No,No,Bekasi,155.000.000,,2000,,,
16,104481,Toyota,Hardtop,1984,Jip,3,5 penumpang,Manual,Diesel,Owner,Yes,Yes,Semarang,350.000.000,300000,3800,,,4
17,119591,Toyota,Kijang Innova G 2.0,2015,MPV,5,7 penumpang,Matic,Bensin,Owner,Yes,Yes,Surabaya,95.000.000,,,2,,
18,119590,Honda,Jazz,2014,City Car,5,5 penumpang,Matic,Bensin,Owner,No,Yes,Bukittinggi,73.000.000,,,,,
19,119589,Honda,Jazz,2012,City Car,5,5 penumpang,Matic,Bensin,Owner,No,Yes,Agam,73.000.000,,,,,
20,119588,Honda,Freed,2013,SUV,5,5 penumpang,Matic,Bensin,Owner,No,Yes,Agam,80.000.000,,,,,
21,119587,Honda,CR-V,2012,SUV,5,5 penumpang,Matic,Bensin,Owner,No,Yes,Agam,95.400.000,,,,,
22,119586,Honda,Brio,2015,City Car,5,5 penumpang,Matic,Bensin,Owner,No,Yes,Agam,50.000.000,,,,,
23,119585,Honda,Accord,2012,Sedan,5,5 penumpang,Matic,Bensin,Owner,No,Yes,Agam,70.000.000,,,,,
24,119584,Daihatsu,Ayla,2018,City Car,5,5 penumpang,Manual,Bensin,Owner,No,Yes,Agam,72.000.000,,,,,
25,119583,Honda,Freed,2010,SUV,5,5 penumpang,Matic,Bensin,Owner,No,Yes,Agam,80.000.000,,,,,
26,119580,Toyota,Calya,2017,MPV,4,7 penumpang,Matic,Bensin,Owner,No,No,Jakarta Utara,103.000.000,90000,1200,2,,
27,109368,Mitsubishi,Pajero Sport,2010,SUV,4,7 penumpang,Matic,Diesel,Owner,No,No,Jakarta Utara,188.500.000,,2500,,,
28,101326,Mitsubishi,Pajero Sport,2014,SUV,4,7 penumpang,Matic,Diesel,Owner,Yes,Yes,Sleman,335.000.000,45,25,3,25 HP,2
29,100213,Toyota,Rush,2014,SUV,4,5 penumpang,Matic,Bensin,Owner,No,No,Demak,145.000.000,70000,1500,,,
30,119579,Toyota,Kijang Innova G 2.0,2017,MPV,4,7 penumpang,Matic,Bensin,Owner,No,No,Jakarta Utara,228.000.000,91000,2000,2,,4
31,119578,BMW,520D,2013,Sedan,4,5 penumpang,Matic,Diesel,Owner,No,No,Jakarta Utara,325.000.000,73000,2000,2,,4
32,119577,Toyota,Yaris,2011,Hatcback,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Utara,105.000.000,93000,1500,2,,
33,119576,Mercedes-Benz,SLK-Class,2012,Convertible,2,2 penumpang,Matic,Bensin,Owner,No,No,Jakarta Utara,699.000.000,16000,1800,,,
34,119575,Daihatsu,Xenia,2017,MPV,4,7 penumpang,Manual,Bensin,Owner,Yes,Yes,Bekasi,97.000.000,,,2,,
35,119574,Toyota,Kijang Innova G 2.4,2017,MPV,4,7 penumpang,Manual,Diesel,Owner,Yes,Yes,Bekasi,97.000.000,,,2,,
36,119573,Honda,Civic,2011,Sedan,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Pusat,Penjual,80000,1800,,,
37,119572,VW,Golf,2013,Hatcback,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Pusat,139.000.000,,1400,,,
38,119571,Toyota,Avanza S VVT-i 1.3,2004,MPV,4,7 penumpang,Matic,Bensin,Owner,No,No,Tangerang Selatan,68.000.000,,1300,,,
39,104337,Chevrolet,LUV,1994,,2,,Manual,Bensin,Owner,Yes,No,Sidoarjo,28.000.000,370382,,,,
40,104537,Toyota,FJ40,1983,Jip,3,5 penumpang,Manual,Diesel,Owner,Yes,Yes,Sleman,350.000.000,222,29,,29 HP,2
41,103899,Mini,Cooper,2016,Hatcback,5,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Selatan,750.000.000,22000,2000,,,
42,119569,Toyota,Hilux,2016,Truck,5,5 penumpang,Manual,Bensin,Owner,Yes,Yes,Bekasi,93.000.000,,,2,,
43,119568,Toyota,Kijang Innova G 2.4,2017,MPV,5,7 penumpang,Matic,Diesel,Owner,Yes,Yes,Bekasi,96.000.000,,,2,,
44,119567,Mitsubishi,T 120SS,2015,Truck,2,2 penumpang,Manual,Bensin,Owner,No,No,Depok,63.500.000,,1500,,,
45,119566,Daihatsu,Sirion,2007,Hatcback,4,5 penumpang,Manual,Bensin,Owner,No,No,Depok,65.000.000,,1300,,,
46,119565,Toyota,Kijang,2003,SUV,4,7 penumpang,Manual,Bensin,Owner,Yes,Yes,Sleman,78.000.000,170,1800,2,1800 HP,5
47,119564,Daihatsu,Espass,2006,Minibus,4,7 penumpang,Manual,Bensin,Owner,No,No,Depok,30.000.000,,1600,,,
48,119563,Honda,Mobilio,2017,Hatcback,4,7 penumpang,Manual,Bensin,Owner,No,No,Jakarta Timur,135.000.000,29000,1500,,,
49,119562,Toyota,Avanza Veloz,2019,MPV,5,7 penumpang,Matic,Bensin,Owner,Yes,Yes,Surabaya,92.000.000,,,2,,
50,119561,Honda,HR-V,2016,SUV,5,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Surabaya,90.000.000,,,2,,
51,119560,Nissan,March 1.2 L,2012,Hatcback,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Pusat,79.000.000,80000,1200,,,
52,104419,Honda,CR-V,2013,SUV,5,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Samarinda,90.000.000,251,2,4,2 HP,5
53,104407,Suzuki,Ertiga,20133,MPV,4,7 penumpang,Manual,Bensin,Owner,No,No,Bogor Kabupaten,118.000.000,,1400,,,
54,104479,Toyota,Fortuner,2017,SUV,4,7 penumpang,Matic,Diesel,Owner,Yes,Yes,Bogor,425.000.000,34000,2400,4,,5
55,119558,Toyota,Hilux,2012,Truck,5,5 penumpang,Manual,Diesel,Owner,Yes,Yes,Bekasi,85.000.000,,,2,,
56,119556,Mitsubishi,Strada,2017,Truck,5,5 penumpang,Manual,Diesel,Owner,Yes,Yes,Bekasi,94.000.000,,,2,,
57,119555,Toyota,Agya,2017,City Car,4,5 penumpang,Manual,Bensin,Owner,No,No,Jakarta Selatan,105.000.000,60000,1200,,,
58,119554,Toyota,Avanza G VVT-i,2016,MPV,5,7 penumpang,Matic,Bensin,Dealer,No,Yes,Jakarta Timur,128.000.000,69000,1300,2,,6
59,119553,Honda,CR-V,2011,SUV,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Jakarta Timur,147.000.000,125000,2400,2,,7
60,119550,Honda,Freed,2013,MPV,5,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Surabaya,92.000.000,,,2,,
61,119548,Honda,CR-V,2019,SUV,5,7 penumpang,Matic,Bensin,Owner,Yes,Yes,Surabaya,100.000.000,,,2,,
62,119547,Toyota,Kijang Innova G 2.0,2016,MPV,5,7 penumpang,Manual,Bensin,Owner,Yes,Yes,Bekasi,93.000.000,,,2,,
63,119544,Toyota,Hilux,2015,Truck,5,5 penumpang,Manual,Bensin,Owner,Yes,Yes,Bekasi,93.000.000,,,2,,
64,119542,Toyota,Kijang Innova V 2.5,2012,MPV,5,7 penumpang,Matic,Bensin,Owner,Yes,Yes,Bekasi,89.000.000,,,2,,
65,104204,Honda,HR-V,2016,SUV,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Selatan,223.000.000,34000,1500,,,
66,103868,Mercedes-Benz,E 300 Avg,2017,Sedan,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Selatan,990.000.000,21000,2000,,,
67,104419,Honda,CR-V,2013,SUV,5,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Samarinda,90.000.000,251,2,4,2 HP,5
68,119540,Toyota,Agya,2017,Hatcback,4,5 penumpang,Matic,Bensin,Owner,No,No,Tangerang,115.000.000,21000,1200,2,,
69,119539,BMW,320i,2006,Sedan,4,5 penumpang,Matic,Bensin,Owner,No,Yes,Jakarta Barat,130.000.000,125000,2000,2,2000 HP,
70,119538,Toyota,Camry,2012,Sedan,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Pusat,168.000.000,,2500,,,
71,119537,Toyota,Kijang Innova V 2.4,2017,MPV,4,7 penumpang,Matic,Bensin,Owner,No,No,Malang,340.000.000,73000,2400,2,,
72,119536,Toyota,Kijang Innova,2014,MPV,5,7 penumpang,Matic,Bensin,Owner,Yes,Yes,Bekasi,89.000.000,,,2,,
73,119535,Toyota,Kijang Innova,2008,MPV,5,7 penumpang,Manual,Bensin,Owner,Yes,Yes,Bekasi,87.000.000,,,2,,
74,119534,Toyota,Hilux,2017,Truck,2,2 penumpang,Manual,Diesel,Owner,Yes,Yes,Bekasi,95.000.000,,,2,,
75,119533,Toyota,Hilux,2016,Truck,2,2 penumpang,Matic,Diesel,Owner,Yes,Yes,Bekasi,93.000.000,,,2,,
76,119532,Honda,Civic,2008,Sedan,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Pusat,135.000.000,,1800,,,
77,119527,Toyota,Avanza Veloz,2017,MPV,5,7 penumpang,Matic,Bensin,Owner,Yes,Yes,Surabaya,96.000.000,,,2,,
78,104358,Suzuki,Carry,2010,Minibus,5,5 penumpang,Manual,Bensin,Owner,Yes,No,Sukabumi,19.000.000,133000,1500,2,1500 HP,5
79,101936,Toyota,Kijang Grand,1994,Minibus,5,5 penumpang,Manual,Bensin,Owner,Yes,No,Sidoarjo,55.000.000,246050,1486,,,5
80,103830,Daihatsu,Taruna,2002,SUV,4,5 penumpang,Manual,Bensin,Owner,No,No,Tangerang Selatan,59.000.000,,1500,,,
81,119526,Daihatsu,Terios R,2020,Minibus,5,,Matic,Bensin,Owner,Yes,Yes,Surabaya,110.000.000,,,2,,
82,119524,Honda,HR-V,2018,SUV,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Utara,245.000.000,17000,1500,,,
83,119515,Toyota,Avanza 1.3 G,2016,Minibus,5,7 penumpang,Manual,Bensin,Owner,Yes,Yes,Surabaya,90.000.000,,,2,,
84,119514,Toyota,Kijang Innova,2020,MPV,5,7 penumpang,Matic,Diesel,Owner,Yes,Yes,Surabaya,100.000.000,,,2,,
85,119513,Mitsubishi,Xpander,2018,MPV,5,7 penumpang,Matic,Bensin,Owner,Yes,Yes,Surabaya,97.000.000,,,2,,
86,119504,Toyota,Corolla,1993,Sedan,4,5 penumpang,Manual,Bensin,Owner,No,No,Jakarta Timur,72.000.000,,1600,,,
87,119503,Mitsubishi,Pajero Sport,2017,,4,5 penumpang,Manual,Diesel,Owner,Yes,Yes,Semarang,80.000.000,18598,,2,,5
88,119502,Toyota,Rush,2016,,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Semarang,95.500.000,17598,,2,,5
89,119501,Mitsubishi,Strada,2014,Truck,5,5 penumpang,Manual,Diesel,Owner,Yes,Yes,Medan,87.000.000,27210,2500,2,,5
90,119500,Toyota,Hilux,2016,Truck,5,7 penumpang,Manual,Diesel,Owner,Yes,Yes,Medan,85.000.000,26310,2000,2,,5
91,104547,Mazda,2,2012,Hatcback,5,5 penumpang,Matic,Bensin,Owner,No,No,Bekasi,96.000.000,108000,1500,2,,5
92,104038,Daihatsu,Xenia 1.0 Li,2004,MPV,4,7 penumpang,Manual,Bensin,Owner,No,No,Jakarta Selatan,62.500.000,140000,1000,,,
93,103546,Honda,,2018,SUV,4,7 penumpang,Matic,Bensin,Owner,No,No,Jakarta Timur,399.000.000,,1500,,,
94,119499,Daihatsu,Grand Max PU,2019,Truck,2,2 penumpang,Manual,Bensin,Owner,Yes,Yes,Medan,72.000.000,23720,1500,2,,5
95,119498,Toyota,Kijang Innova G 2.0,2016,MPV,5,7 penumpang,Matic,Diesel,Owner,Yes,Yes,Medan,85.000.000,25012,2000,2,,
96,119497,Toyota,Avanza 1.3 G,2018,MPV,5,7 penumpang,Manual,Bensin,Owner,Yes,Yes,Medan,85.000.000,21420,1300,2,,5
97,119496,Toyota,Calya,2017,MPV,5,7 penumpang,Manual,Bensin,Owner,Yes,Yes,Medan,75.000.000,26315,1200,2,,5
98,119495,Toyota,Kijang Innova V 2.4,2016,MPV,5,7 penumpang,Matic,Diesel,Owner,Yes,Yes,Medan,87.000.000,25380,2400,2,,
99,119494,Honda,HR-V,2016,SUV,5,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Medan,87.000.000,23820,1500,2,,
100,119493,Toyota,Yaris,2018,Hatcback,5,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Medan,82.000.000,24710,1500,2,,
101,119492,Toyota,Kijang Innova V 2.4,2018,MPV,5,7 penumpang,Matic,Diesel,Owner,Yes,Yes,Medan,97.000.000,21830,2400,2,,
102,119491,Toyota,Kijang Innova G 2.0,2016,MPV,5,7 penumpang,Matic,Diesel,Owner,Yes,Yes,Surabaya,85.000.000,26215,2000,2,,
103,119490,Honda,Jazz,2017,Hatcback,5,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Surabaya,90.000.000,24015,1500,2,,
104,103525,Honda,,2010,SUV,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Timur,157.500.000,64000,24000,,,
105,103965,Toyota,Calya,2016,MPV,4,7 penumpang,Matic,Bensin,Owner,Yes,Yes,Jakarta Timur,110.000.000,40000,1200,2,,5
106,104038,Daihatsu,Xenia 1.0 Li,2004,MPV,4,7 penumpang,Manual,Bensin,Owner,No,No,Jakarta Selatan,62.500.000,140000,1000,,,
107,119489,Mitsubishi,Xpander,2018,MPV,5,7 penumpang,Matic,Bensin,Owner,Yes,Yes,Surabaya,95.000.000,21240,1500,2,,
108,119488,Toyota,Hilux,2016,Truck,5,5 penumpang,Manual,Diesel,Owner,Yes,Yes,Surabaya,87.000.000,26300,2400,2,,5
109,119487,Toyota,Avanza 1.3 G,2016,MPV,5,7 penumpang,Manual,Bensin,Owner,Yes,Yes,Surabaya,73.000.000,24100,1300,2,,5
110,119486,Toyota,Hilux,2017,Truck,5,5 penumpang,Manual,Diesel,Owner,Yes,Yes,Surabaya,95.000.000,26320,2400,2,,5
111,119485,Mitsubishi,Outlander Sport,2014,SUV,5,5 penumpang,Matic,Bensin,Owner,No,Yes,Asahan,86.000.000,,,,,
112,119484,Toyota,Kijang Innova G 2.0,2017,MPV,5,7 penumpang,Matic,Diesel,Owner,Yes,Yes,Surabaya,93.500.000,23150,2000,2,,
113,119483,Honda,HR-V,2018,SUV,5,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Surabaya,95.000.000,22410,1500,2,,
114,119482,Daihatsu,Terios TX,2016,MPV,5,7 penumpang,Manual,Bensin,Owner,Yes,Yes,Surabaya,80.000.000,27310,1500,2,,5
115,119481,Mitsubishi,Outlander Sport,2014,SUV,5,5 penumpang,Matic,Bensin,Owner,No,Yes,Cianjur,92.300.000,,,,,
116,119480,Daihatsu,Terios R,2015,SUV,4,7 penumpang,Manual,Bensin,Owner,No,No,Jakarta Selatan,133.000.000,90000,1500,,,
117,103641,Toyota,Avanza Veloz,2014,MPV,4,7 penumpang,Manual,Bensin,Owner,No,No,Jakarta Utara,140.000.000,51000,1500,,,
118,103878,Nissan,Serena,2010,MPV,4,7 penumpang,Matic,Bensin,Owner,No,No,Jakarta Timur,99.000.000,,2000,,,
119,101358,Honda,All New Jazz RS,2014,City Car,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Sleman,200.000.000,80,15,2,15 HP,2
120,119479,Toyota,Corolla All New,1997,Sedan,4,5 penumpang,Manual,Bensin,Owner,No,No,Jakarta Selatan,45.000.000,150000,1600,,,
121,119477,Toyota,Vios,2018,Sedan,,,Matic,Bensin,Owner,Yes,Yes,Semarang,98.000.000,15000,,,,
122,119476,Toyota,Kijang Innova G 2.5,2015,MPV,,,Matic,Diesel,Owner,Yes,Yes,Semarang,80.000.000,30000,,,,
123,119475,Mitsubishi,Strada,2018,Truck,,,Manual,Diesel,Owner,Yes,Yes,Semarang,130.000.000,24000,,,,
124,119474,Honda,Mobilio,2018,MPV,,,Manual,Bensin,Owner,Yes,Yes,Semarang,90.000.000,17000,,,,
125,119473,Toyota,Calya,2016,MPV,4,7 penumpang,Manual,Bensin,Owner,No,No,Bogor,97.500.000,65000,1200,,,
126,119472,Toyota,Hilux,2017,Truck,2,2 penumpang,Manual,Diesel,Owner,Yes,Yes,Bekasi,95.000.000,,,2,,
127,119471,Toyota,Hilux,2015,Truck,4,5 penumpang,Manual,Bensin,Owner,Yes,Yes,Bekasi,92.000.000,,,2,,
128,119469,Daihatsu,Terios TX,2015,SUV,5,7 penumpang,Manual,Bensin,Owner,Yes,Yes,Bekasi,90.000.000,,,2,,
129,119468,Toyota,,2015,MPV,4,7 penumpang,Matic,Bensin,Owner,No,No,Bekasi,105.000.000,102000,1300,,,
130,104318,VW,Scirocco,2014,MPV,2,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Sleman,390.000.000,50,14,4,14 HP,2
131,104510,BMW,530i,2018,Sedan,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Utara,915.000.000,15000,3000,,,
132,104425,Toyota,Avanza 1.3 G,2013,SUV,4,5 penumpang,Manual,Bensin,Owner,Yes,No,Bandung,97.000.000,,1400,2,1400 HP,5
133,119467,Honda,BRV,2016,,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Semarang,127.000.000,17864,,2,,5
134,119466,Honda,CR-V,2014,,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Semarang,75.000.000,15709,,2,,5
135,119465,Honda,All New Jazz RS,2018,,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Semarang,105.000.000,19865,,2,,5
136,119464,Mitsubishi,Pajero Sport,2017,,,5 penumpang,Manual,Diesel,Owner,Yes,Yes,Semarang,120.000.000,18865,,2,,5
137,119463,Honda,All New Jazz RS,2017,,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Semarang,105.000.000,18983,,2,,5
138,119462,Toyota,Rush,2015,,4,5 penumpang,Manual,Diesel,Owner,Yes,Yes,Semarang,87.000.000,16894,,2,,5
139,119461,Honda,Mobilio,2018,,4,5 penumpang,Manual,Diesel,Owner,Yes,Yes,Semarang,95.500.000,19998,,2,,5
140,119460,Honda,CR-V,2017,SUV,4,7 penumpang,Matic,Bensin,Owner,No,No,Jakarta Selatan,386.000.000,40000,1500,,,
141,119459,Mitsubishi,,2018,,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Semarang,165.000.000,19879,,2,,5
142,119458,Toyota,Avanza Veloz,2015,SUV,4,7 penumpang,Matic,Bensin,Owner,Yes,Yes,Bekasi,89.000.000,,,2,,
143,104281,Toyota,Fortuner VRZ,2018,SUV,4,7 penumpang,Matic,Diesel,Owner,Yes,Yes,Sleman,465.000.000,16000,24,4,24 HP,2
144,102144,BMW,320i,2005,Sedan,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Timur,135.000.000,,2000,,,
145,104174,Mitsubishi,Colt,2018,Truck,2,5 penumpang,Manual,Diesel,Dealer,Yes,No,Semarang,152.500.000,21000,,,,
146,119457,Daihatsu,Sigra,2019,MPV,5,7 penumpang,Manual,Bensin,Owner,Yes,Yes,Surabaya,99.000.000,21940,,2,,
147,119456,Toyota,Avanza 1.3 G,2017,MPV,5,7 penumpang,Manual,Bensin,Owner,Yes,Yes,Surabaya,97.000.000,,,2,,
148,119455,Toyota,Kijang Innova G 2.4,2018,MPV,5,7 penumpang,Matic,Bensin,Owner,Yes,Yes,Surabaya,97.000.000,,,2,,
149,119454,Toyota,Hilux,2015,Truck,2,2 penumpang,Manual,Bensin,Owner,Yes,Yes,Surabaya,92.000.000,,,2,,
150,119453,Mitsubishi,Strada,2016,Truck,4,5 penumpang,Manual,Diesel,Owner,Yes,Yes,Surabaya,94.000.000,,,2,,
151,119449,Mitsubishi,Pajero Sport,2019,SUV,5,7 penumpang,Matic,Diesel,Dealer,No,Yes,Jakarta Timur,440.000.000,80000,2400,2,,7
152,119448,Honda,Jazz,2018,Hatcback,5,5 penumpang,Matic,Bensin,Dealer,No,Yes,Jakarta Timur,227.000.000,37000,1500,2,,7
153,119447,Daihatsu,Ayla,2014,Hatcback,4,5 penumpang,Manual,Bensin,Owner,Yes,No,Bandung,50.000.000,50000,1200,5,,5
154,119446,Daihatsu,Ayla,2014,Hatcback,4,5 penumpang,Manual,Bensin,Owner,Yes,No,Bandung,50.000.000,50000,1200,5,,5
155,119445,Toyota,Rush,2014,MPV,2,2 penumpang,Matic,Bensin,Owner,Yes,No,Bandung,115.000.000,50000,1500,5,,5
156,104246,Toyota,Calya,2018,MPV,4,7 penumpang,Manual,Bensin,Owner,Yes,Yes,Bandung,140.000.000,55000,1200,2,,5
157,103710,Toyota,,2008,SUV,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Timur,160.000.000,,2400,,,
158,103626,Nissan,Navara,2012,Komersial,4,5 penumpang,Matic,Diesel,Owner,Yes,Yes,Sleman,270.000.000,70,25,3,25 HP,2
159,119444,Mitsubishi,T 120SS,2004,Jip,2,2 penumpang,Manual,Bensin,Owner,Yes,No,Bandung,30.000.000,97000,1500,5,,5
160,119443,Honda,Mobilio,2015,Hatcback,5,5 penumpang,Matic,Bensin,Owner,Yes,No,Bandung,115.000.000,4000,1500,6,,5
161,119442,Mitsubishi,FE 74 HD 125 PS,2011,Truck,2,2 penumpang,Manual,Diesel,Owner,Yes,No,Bandung,140.000.000,70000,300,6,,5
162,119441,Toyota,Kijang Grand Extra,1996,MPV,4,7 penumpang,Manual,Bensin,Owner,No,No,Jakarta Timur,49.000.000,,1800,,,
163,119440,Honda,HR-V,2016,,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Semarang,125.000.000,17358,,2,,5
164,119439,Honda,Freed,2013,Convertible,4,5 penumpang,Manual,Bensin,Owner,Yes,No,Bandung,11.500.000,55000,1500,5,,5
165,119438,Nissan,X-Trail,2016,,4,5 penumpang,Manual,Diesel,Owner,Yes,Yes,Semarang,95.000.000,17865,,2,,5
166,119437,Honda,Jazz,2018,Hatcback,4,5 penumpang,Matic,Bensin,Owner,Yes,No,Bandung,190.000.000,20000,1500,4,350 HP,5
167,119436,Nissan,Grand Livina,2011,MPV,4,7 penumpang,Matic,Bensin,Owner,No,No,Jakarta Timur,75.000.000,,1500,,,
168,119435,Nissan,X-Trail,2009,SUV,5,5 penumpang,Matic,Bensin,Owner,No,No,Bekasi,95.000.000,,2500,,,
169,100088,Daihatsu,,2016,Minibus,4,7 penumpang,Manual,Bensin,Owner,No,No,Jakarta Timur,115.000.000,,1000,,,
170,114447,Toyota,Hilux,2016,SUV,4,5 penumpang,Matic,Diesel,Owner,No,No,Jakarta Utara,191.750.000,140000,2400,,,
171,104204,Honda,HR-V,2016,SUV,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Selatan,223.000.000,34000,1500,,,
172,119434,Toyota,Fortuner VRZ,2018,SUV,4,7 penumpang,Matic,Bensin,Owner,No,No,Jakarta Utara,435.000.000,54000,2400,,,
173,119433,BMW,320i,2010,Sedan,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Timur,185.900.000,81000,2000,,,
174,119431,Daihatsu,Terios R,2018,Minibus,4,,Matic,Bensin,Owner,No,Yes,Banda Aceh,80.000.000,65000,,,,
175,119430,Daihatsu,Ayla,2015,Minibus,4,,Matic,Bensin,Owner,No,Yes,Banda Aceh,75.000.000,65000,,,,
176,119429,Chevrolet,,2016,,,,Manual,Bensin,Owner,No,Yes,Banda Aceh,95.000.000,58000,,,,
177,119428,Honda,Civic,2019,Hatcback,,,Matic,Bensin,Owner,Yes,Yes,Semarang,220.000.000,15000,,,,
178,119427,Honda,Brio,2019,City Car,,,Matic,Bensin,Owner,Yes,Yes,Semarang,87.000.000,18000,,,,
179,119426,,,,,,,Manual,Bensin,Owner,Yes,Yes,Semarang,120.000.000,,,,,
180,119425,Mitsubishi,Pajero Sport,2011,SUV,4,7 penumpang,Matic,Diesel,Owner,Yes,Yes,Tangerang,225.000.000,225000000,2500,2,,5
181,119424,Honda,CR-V,2012,SUV,4,5 penumpang,Matic,Bensin,Owner,Yes,Yes,Tangerang,180.000.000,117000000,2400,2,,5
182,104334,Toyota,Agya,2014,City Car,4,5 penumpang,Matic,Bensin,Owner,No,No,Bogor Kabupaten,90.000.000,61000,1000,,,
183,104240,Toyota,Fortuner 2.5 VNT,2014,SUV,4,7 penumpang,Matic,Diesel,Owner,Yes,Yes,Sleman,308.000.000,80,25,3,25 HP,2
184,104069,Toyota,Yaris,2015,Hatcback,4,5 penumpang,Matic,Bensin,Owner,No,No,Jakarta Timur,175.000.000,13000,1500,,,
185,119423,Toyota,Fortuner,2015,SUV,4,7 penumpang,Matic,Diesel,Owner,Yes,Yes,Tangerang,280.000.000,130000,2500,2,,5
186,119422,Toyota,Avanza 1.3 G,2017,MPV,,,Manual,Bensin,Owner,Yes,Yes,Semarang,85.000.000,27000,,,,
187,119421,Daihatsu,Xenia,2016,MPV,,,Manual,Bensin,Owner,Yes,Yes,Semarang,80.000.000,47000,,,,
188,119420,Toyota,Kijang Innova,2017,MPV,5,7 penumpang,Manual,Bensin,Owner,Yes,Yes,Bekasi,110.000.000,,,2,,
189,119419,Toyota,Kijang Innova V 2.0,2017,MPV,,,Manual,Bensin,Owner,Yes,Yes,Semarang,90.000.000,33000,,,,
